match_id,patch,winning_team,baron_diff,dragon_diff,tower_diff,best_champ,best_lane
NA1_5378691070,15.19.715.1836,200,1,4,3,Sylas,MIDDLE
NA1_5372921151,15.18.710.2811,100,0,-1,3,Akshan,MIDDLE
NA1_5372891844,15.18.710.2811,200,0,2,0,Ambessa,TOP
NA1_5372830822,15.18.710.2811,200,1,2,8,Sylas,MIDDLE
NA1_5372722465,15.18.710.2811,100,-2,3,5,Jhin,BOTTOM
NA1_5372696238,15.18.710.2811,200,1,4,7,Corki,BOTTOM
NA1_5371412985,15.18.710.2811,100,0,2,8,Urgot,TOP
NA1_5371342937,15.18.710.2811,100,1,0,8,Fiora,TOP
NA1_5364565966,15.17.708.5788,200,0,3,2,Irelia,TOP
NA1_5364502860,15.17.708.5788,200,1,3,8,Viktor,MIDDLE
NA1_5364469562,15.17.708.5788,100,1,4,8,MissFortune,BOTTOM
NA1_5364207984,15.17.708.5788,200,1,4,7,Karthus,BOTTOM
NA1_5364185969,15.17.708.5788,100,0,0,0,Swain,MIDDLE
NA1_5378502302,15.19.715.1836,200,0,2,4,Tristana,MIDDLE
NA1_5378457437,15.19.715.1836,200,0,3,7,Tristana,MIDDLE
NA1_5373340558,15.18.710.2811,100,0,1,11,Ambessa,TOP
NA1_5368466330,15.18.710.2811,200,1,-2,4,Akshan,MIDDLE
NA1_5368445091,15.18.710.2811,200,2,2,8,Viktor,MIDDLE
NA1_5365566696,15.17.708.5788,100,-1,-1,3,Lux,BOTTOM
NA1_5365114468,15.17.708.5788,100,0,2,4,Sivir,BOTTOM
NA1_5364495745,15.17.708.5788,100,0,2,8,RekSai,TOP
NA1_5364469774,15.17.708.5788,200,0,3,4,Sivir,BOTTOM
NA1_5364230844,15.17.708.5788,200,0,0,0,Camille,TOP
NA1_5373757573,15.18.710.2811,200,1,4,6,MissFortune,BOTTOM
NA1_5378434682,15.19.715.1836,100,0,2,6,Mel,BOTTOM
NA1_5370381000,15.18.710.2811,200,1,2,8,Sylas,MIDDLE
NA1_5361957534,15.17.708.5788,200,0,2,4,Fiora,TOP
NA1_5361372258,15.17.708.5788,100,1,1,9,Fiora,TOP
NA1_5369871818,15.18.710.2811,100,1,2,11,Rengar,JUNGLE
NA1_5369576922,15.18.710.2811,100,2,3,9,Jhin,BOTTOM
NA1_5369565837,15.18.710.2811,200,1,2,2,Smolder,BOTTOM
NA1_5369243464,15.18.710.2811,100,0,3,8,Kaisa,BOTTOM
NA1_5369213361,15.18.710.2811,200,1,0,6,Kaisa,BOTTOM
NA1_5364679610,15.17.708.5788,200,1,2,4,Jayce,TOP
NA1_5364648562,15.17.708.5788,200,0,1,4,Vladimir,MIDDLE
NA1_5361487777,15.17.708.5788,200,1,4,4,Ambessa,TOP
NA1_5361462292,15.17.708.5788,200,0,3,7,Camille,TOP
NA1_5361438000,15.17.708.5788,200,0,0,8,Taliyah,MIDDLE
NA1_5361368122,15.17.708.5788,100,1,-1,4,Fiora,TOP
NA1_5375595323,15.19.713.5912,200,1,1,1,Aphelios,BOTTOM
NA1_5374399445,15.19.713.5912,100,1,2,6,Jhin,BOTTOM
NA1_5370888745,15.18.710.2811,100,0,2,4,Corki,MIDDLE
NA1_5370847445,15.18.710.2811,200,-1,2,7,Smolder,BOTTOM
NA1_5370501124,15.18.710.2811,200,1,2,4,Nocturne,TOP
NA1_5370435933,15.18.710.2811,200,0,4,4,Smolder,BOTTOM
NA1_5367302605,15.18.710.2811,100,1,-2,3,Ambessa,TOP
NA1_5365131518,15.17.708.5788,200,0,2,2,Vladimir,MIDDLE
NA1_5362990818,15.17.708.5788,200,1,3,7,Corki,BOTTOM
NA1_5362973185,15.17.708.5788,200,0,2,5,Aurora,MIDDLE
NA1_5362960813,15.17.708.5788,200,0,3,5,Yunara,BOTTOM
NA1_5362393351,15.17.708.5788,200,-1,4,6,Gangplank,TOP
NA1_5361839740,15.17.708.5788,100,0,-1,1,Jayce,TOP
NA1_5375917785,15.19.714.7225,100,1,3,5,Qiyana,MIDDLE
NA1_5370767142,15.18.710.2811,200,0,1,7,Hwei,BOTTOM
NA1_5365956687,15.18.710.2811,200,2,2,3,Smolder,MIDDLE
NA1_5363174727,15.17.708.5788,200,0,2,8,KogMaw,MIDDLE
NA1_5362770110,15.17.708.5788,100,2,1,4,MissFortune,BOTTOM
NA1_5376972232,15.19.714.7225,200,0,2,7,Velkoz,MIDDLE
NA1_5376924354,15.19.714.7225,100,0,0,10,Kaisa,BOTTOM
NA1_5376894455,15.19.714.7225,200,0,2,2,Hecarim,JUNGLE
NA1_5376233825,15.19.714.7225,100,0,0,0,Kassadin,MIDDLE
NA1_5376172762,15.19.714.7225,100,0,2,2,Taliyah,MIDDLE
NA1_5370262664,15.18.710.2811,100,0,1,1,Ambessa,TOP
NA1_5370241407,15.18.710.2811,100,1,0,6,Kassadin,MIDDLE
NA1_5370221314,15.18.710.2811,200,1,-1,7,KogMaw,BOTTOM
NA1_5368198795,15.18.710.2811,200,0,0,0,Kaisa,BOTTOM
NA1_5367820413,15.18.710.2811,100,1,3,2,Hwei,BOTTOM
NA1_5367628581,15.18.710.2811,200,-1,2,8,Fiora,TOP
NA1_5369153755,15.18.710.2811,100,1,-1,5,Anivia,MIDDLE
NA1_5369140013,15.18.710.2811,100,0,-1,1,Poppy,TOP
NA1_5368934023,15.18.710.2811,200,0,2,3,Vayne,BOTTOM
NA1_5364946002,15.17.708.5788,200,0,1,9,Qiyana,MIDDLE
NA1_5377004933,15.19.714.7225,100,0,-1,3,RekSai,JUNGLE
NA1_5376967211,15.19.714.7225,100,-1,-2,6,Syndra,MIDDLE
NA1_5375557436,15.19.713.5912,100,1,1,9,Kindred,JUNGLE
NA1_5374770391,15.19.713.5912,200,1,3,4,Zeri,BOTTOM
NA1_5374611904,15.19.713.5912,200,0,1,1,Ziggs,BOTTOM
NA1_5373578262,15.18.710.2811,200,0,0,9,Akali,MIDDLE
NA1_5368313487,15.18.710.2811,100,1,0,5,KogMaw,MIDDLE
NA1_5367034600,15.18.710.2811,100,1,2,2,Lucian,BOTTOM
NA1_5365876779,15.17.708.5788,200,0,1,2,Lucian,BOTTOM
NA1_5361117821,15.17.708.5788,100,1,1,9,Tristana,BOTTOM
NA1_5375827669,15.19.713.5912,100,1,2,0,Kayle,TOP
NA1_5374175148,15.18.710.2811,200,0,-1,3,Karma,UTILITY
NA1_5365206850,15.17.708.5788,100,0,1,3,Kindred,JUNGLE
NA1_5365174865,15.17.708.5788,200,0,2,4,Fiora,TOP
NA1_5364573365,15.17.708.5788,200,0,3,8,RekSai,TOP
NA1_5364482373,15.17.708.5788,200,1,1,8,Gwen,TOP
NA1_5373193919,15.18.710.2811,100,2,-1,5,Smolder,BOTTOM
NA1_5371496508,15.18.710.2811,200,0,2,6,Corki,BOTTOM
NA1_5373738426,15.18.710.2811,100,1,5,9,Zyra,UTILITY
NA1_5371346959,15.18.710.2811,200,-1,2,0,Sivir,BOTTOM
NA1_5371330376,15.18.710.2811,200,1,4,9,Kled,TOP
NA1_5369235290,15.18.710.2811,200,0,3,6,Gragas,JUNGLE
NA1_5365440438,15.17.708.5788,200,1,0,8,Darius,TOP
NA1_5365431369,15.17.708.5788,200,0,0,5,Katarina,MIDDLE
NA1_5360271810,15.17.708.5788,100,1,2,6,Corki,TOP
NA1_5360248675,15.17.708.5788,100,1,2,7,Xerath,UTILITY
NA1_5360178298,15.17.708.5788,100,-1,2,8,Fiora,TOP
NA1_5359519579,15.17.708.5788,200,1,3,7,Kaisa,BOTTOM
NA1_5359484128,15.17.708.5788,200,0,2,2,MasterYi,JUNGLE
NA1_5373638601,15.18.710.2811,200,0,-1,4,Jayce,TOP
NA1_5371493403,15.18.710.2811,100,0,2,1,Neeko,UTILITY
NA1_5371468179,15.18.710.2811,200,-1,1,7,Olaf,TOP
NA1_5371399290,15.18.710.2811,100,0,0,2,Ezreal,BOTTOM
NA1_5368568855,15.18.710.2811,100,0,2,2,Olaf,TOP
NA1_5368547521,15.18.710.2811,200,0,3,5,Twitch,BOTTOM
NA1_5367988339,15.18.710.2811,200,0,1,0,Corki,BOTTOM
NA1_5367712531,15.18.710.2811,100,1,1,5,Viego,JUNGLE
NA1_5379100450,15.19.715.1836,200,0,2,3,Ekko,JUNGLE
NA1_5376858131,15.19.714.7225,100,0,-1,2,Kennen,TOP
NA1_5369224373,15.18.710.2811,200,0,3,5,KogMaw,BOTTOM
NA1_5368998590,15.18.710.2811,200,1,3,9,Gragas,TOP
NA1_5368990306,15.18.710.2811,200,0,0,5,Sylas,TOP
NA1_5368971462,15.18.710.2811,100,1,0,2,Anivia,MIDDLE
NA1_5368362998,15.18.710.2811,200,0,4,8,Kaisa,BOTTOM
NA1_5368342694,15.18.710.2811,100,1,2,5,Sivir,BOTTOM
NA1_5368216541,15.18.710.2811,200,0,2,10,Fiora,TOP
NA1_5368135326,15.18.710.2811,200,-1,3,7,Viego,JUNGLE
NA1_5368096610,15.18.710.2811,100,0,1,9,Gangplank,TOP
NA1_5379140660,15.19.715.1836,100,0,-3,6,Vladimir,MIDDLE
NA1_5372042264,15.18.710.2811,100,1,4,6,Corki,BOTTOM
NA1_5370990068,15.18.710.2811,200,0,2,7,Yone,TOP
NA1_5372832305,15.18.710.2811,200,-1,-1,-1,Kayle,MIDDLE
NA1_5370541611,15.18.710.2811,200,-1,-2,10,Sylas,JUNGLE
NA1_5368875194,15.18.710.2811,200,0,0,0,Sivir,BOTTOM
NA1_5378251206,15.19.715.1836,200,0,2,0,KogMaw,BOTTOM
NA1_5372492336,15.18.710.2811,100,-1,0,2,Katarina,MIDDLE
NA1_5371407900,15.18.710.2811,100,1,1,9,Corki,BOTTOM
NA1_5370266528,15.18.710.2811,200,1,2,4,Azir,MIDDLE
NA1_5367793432,15.18.710.2811,100,0,2,8,Varus,BOTTOM
NA1_5365391513,15.17.708.5788,200,1,4,4,Yorick,TOP
NA1_5363544182,15.17.708.5788,100,1,4,3,Azir,MIDDLE
NA1_5370251043,15.18.710.2811,200,0,-1,9,Naafiri,JUNGLE
NA1_5368694466,15.18.710.2811,100,0,2,8,FiddleSticks,JUNGLE
NA1_5366169337,15.18.710.2811,100,0,3,8,Tristana,BOTTOM
NA1_5366138984,15.18.710.2811,200,1,0,1,Vayne,BOTTOM
NA1_5377642674,15.19.715.1836,100,1,2,7,Corki,TOP
NA1_5376800145,15.19.714.7225,100,1,3,8,Kassadin,MIDDLE
NA1_5376746600,15.19.714.7225,200,1,0,3,Renekton,TOP
NA1_5376696439,15.19.714.7225,200,1,4,7,Kassadin,TOP
NA1_5370625544,15.18.710.2811,200,1,3,6,Nidalee,JUNGLE
NA1_5370585126,15.18.710.2811,200,1,4,10,Akali,TOP
NA1_5370512894,15.18.710.2811,100,0,1,2,Zoe,UTILITY
NA1_5370442250,15.18.710.2811,200,1,3,6,KogMaw,BOTTOM
NA1_5363528017,15.17.708.5788,200,0,2,6,XinZhao,JUNGLE
NA1_5361577044,15.17.708.5788,100,0,3,10,Aatrox,MIDDLE
NA1_5361573763,15.17.708.5788,200,0,2,9,Sylas,MIDDLE
NA1_5361565916,15.17.708.5788,100,1,2,5,Kassadin,MIDDLE
NA1_5361557980,15.17.708.5788,100,1,-2,5,Azir,TOP
NA1_5368283005,15.18.710.2811,100,1,0,6,Ambessa,JUNGLE
NA1_5368207596,15.18.710.2811,100,1,1,7,Taliyah,JUNGLE
NA1_5367862863,15.18.710.2811,100,1,-1,2,Senna,BOTTOM
NA1_5367636191,15.18.710.2811,200,0,1,6,Pantheon,TOP
NA1_5366173230,15.18.710.2811,200,-1,3,3,Akali,MIDDLE
NA1_5365855717,15.17.708.5788,200,1,1,7,Kindred,JUNGLE
NA1_5365776687,15.17.708.5788,100,1,0,5,Sylas,JUNGLE
NA1_5365489248,15.17.708.5788,200,0,4,10,Azir,MIDDLE
NA1_5363261507,15.17.708.5788,200,1,4,5,Quinn,TOP
NA1_5363188759,15.17.708.5788,100,1,0,6,Nocturne,JUNGLE
NA1_5362724901,15.17.708.5788,200,2,0,4,Veigar,MIDDLE
NA1_5372198845,15.18.710.2811,200,0,3,6,Viktor,MIDDLE
NA1_5368175324,15.18.710.2811,100,1,3,4,Fiora,TOP
NA1_5367244896,15.18.710.2811,100,0,1,3,DrMundo,TOP
NA1_5366256381,15.18.710.2811,100,0,0,11,KogMaw,BOTTOM
NA1_5371061284,15.18.710.2811,200,0,4,3,MasterYi,JUNGLE
NA1_5370616608,15.18.710.2811,200,0,0,2,Akshan,MIDDLE
NA1_5370595057,15.18.710.2811,100,1,0,3,Camille,TOP
NA1_5363913244,15.17.708.5788,100,0,2,6,Ambessa,TOP
NA1_5363853839,15.17.708.5788,200,0,2,7,Jayce,TOP
NA1_5363826850,15.17.708.5788,100,0,2,5,Renekton,TOP
NA1_5363795515,15.17.708.5788,100,0,-1,3,KogMaw,BOTTOM
NA1_5363762232,15.17.708.5788,200,1,2,6,Jayce,MIDDLE
NA1_5363657995,15.17.708.5788,200,0,2,3,Jayce,MIDDLE
NA1_5379117403,15.19.715.1836,100,1,1,6,Jhin,BOTTOM
NA1_5379150911,15.19.715.1836,200,0,-1,2,Ezreal,BOTTOM
NA1_5379169819,15.19.715.1836,200,0,2,9,Taliyah,MIDDLE
NA1_5379139353,15.19.715.1836,200,0,1,3,Ziggs,MIDDLE
NA1_5379081750,15.19.715.1836,100,1,2,4,Hecarim,JUNGLE
NA1_5379183520,15.19.715.1836,100,0,1,2,Fiora,TOP
NA1_5379176208,15.19.715.1836,100,0,2,0,Mel,BOTTOM
NA1_5379173297,15.19.715.1836,100,0,-2,5,Hwei,MIDDLE
NA1_5379124717,15.19.715.1836,100,1,-1,5,Kaisa,BOTTOM
NA1_5379185467,15.19.715.1836,100,0,-3,7,Taliyah,MIDDLE
NA1_5379173001,15.19.715.1836,200,-1,2,8,MonkeyKing,JUNGLE
NA1_5376799247,15.19.714.7225,200,1,2,8,Tristana,BOTTOM
NA1_5376751923,15.19.714.7225,100,0,4,8,Sylas,MIDDLE
NA1_5376698439,15.19.714.7225,100,0,0,5,MonkeyKing,JUNGLE
NA1_5376635449,15.19.714.7225,200,0,2,8,Aurora,MIDDLE
NA1_5376564971,15.19.714.7225,200,0,2,2,LeeSin,JUNGLE
NA1_5375333936,15.19.713.5912,100,0,0,3,Kaisa,BOTTOM
NA1_5374195873,15.18.710.2811,200,1,4,6,Nocturne,TOP
NA1_5372951844,15.18.710.2811,100,2,1,-3,Kassadin,MIDDLE
NA1_5372923690,15.18.710.2811,100,1,0,9,Sivir,BOTTOM
NA1_5372325400,15.18.710.2811,100,0,2,4,Swain,BOTTOM
NA1_5372275377,15.18.710.2811,200,-1,0,5,Lucian,BOTTOM
NA1_5372241313,15.18.710.2811,200,1,2,3,Smolder,BOTTOM
NA1_5371816308,15.18.710.2811,200,1,-1,7,Gwen,JUNGLE
NA1_5371790401,15.18.710.2811,200,1,2,8,Quinn,UTILITY
NA1_5371762547,15.18.710.2811,200,0,3,6,Zoe,MIDDLE
NA1_5371736845,15.18.710.2811,200,-1,1,1,Quinn,MIDDLE
NA1_5371707954,15.18.710.2811,200,1,0,8,Darius,TOP
NA1_5371148542,15.18.710.2811,100,0,1,9,Viktor,MIDDLE
NA1_5371113540,15.18.710.2811,200,2,-3,6,Jhin,BOTTOM
NA1_5371085325,15.18.710.2811,100,0,-1,6,Ezreal,BOTTOM
NA1_5378251206,15.19.715.1836,200,0,2,0,KogMaw,BOTTOM
NA1_5377692024,15.19.715.1836,200,-1,3,3,Draven,BOTTOM
NA1_5377639096,15.19.715.1836,100,0,1,5,Darius,TOP
NA1_5376077917,15.19.714.7225,100,0,1,2,Aurora,MIDDLE
NA1_5374666241,15.19.713.5912,100,1,0,8,Ahri,MIDDLE
NA1_5373685404,15.18.710.2811,200,0,3,11,Yasuo,TOP
NA1_5372492336,15.18.710.2811,100,-1,0,2,Katarina,MIDDLE
NA1_5372004678,15.18.710.2811,100,1,-2,6,Viktor,MIDDLE
NA1_5371407900,15.18.710.2811,100,1,1,9,Corki,BOTTOM
NA1_5370914878,15.18.710.2811,100,1,2,3,KogMaw,MIDDLE
NA1_5370266528,15.18.710.2811,200,1,2,4,Azir,MIDDLE
NA1_5369666051,15.18.710.2811,100,0,2,3,Kled,TOP
NA1_5369118183,15.18.710.2811,200,0,2,-5,Ziggs,MIDDLE
NA1_5368480778,15.18.710.2811,200,0,0,6,Aurora,MIDDLE
NA1_5367793432,15.18.710.2811,100,0,2,8,Varus,BOTTOM
NA1_5367211618,15.18.710.2811,200,0,1,5,Jayce,TOP
NA1_5366774204,15.18.710.2811,100,0,1,7,Rumble,JUNGLE
NA1_5365391513,15.17.708.5788,200,1,4,4,Yorick,TOP
NA1_5363544182,15.17.708.5788,100,1,4,3,Azir,MIDDLE
NA1_5377794158,15.19.715.1836,200,1,-2,8,KogMaw,BOTTOM
NA1_5377707052,15.19.715.1836,200,1,0,8,Vladimir,TOP
NA1_5377624916,15.19.715.1836,100,0,3,9,Rengar,JUNGLE
NA1_5377572249,15.19.715.1836,200,0,-2,5,Riven,TOP
NA1_5377523843,15.19.715.1836,200,0,1,5,Jinx,BOTTOM
NA1_5373989592,15.18.710.2811,200,0,4,2,Ahri,MIDDLE
NA1_5368914797,15.18.710.2811,200,-1,2,7,Quinn,TOP
NA1_5368892382,15.18.710.2811,100,0,0,2,Shen,TOP
NA1_5367921796,15.18.710.2811,200,0,-1,8,Jayce,TOP
NA1_5367001372,15.18.710.2811,200,1,3,4,Mel,MIDDLE
NA1_5366975881,15.18.710.2811,100,1,-2,7,Pantheon,TOP
NA1_5365896450,15.17.708.5788,100,-1,2,4,Aphelios,BOTTOM
NA1_5365855801,15.17.708.5788,100,2,-3,7,Yunara,BOTTOM
NA1_5365557011,15.17.708.5788,100,2,1,5,Jhin,BOTTOM
NA1_5364273396,15.17.708.5788,100,0,3,1,Aphelios,BOTTOM
NA1_5363307393,15.17.708.5788,200,1,-2,9,Lucian,BOTTOM
NA1_5363286881,15.17.708.5788,200,0,1,7,KogMaw,BOTTOM
NA1_5363245258,15.17.708.5788,100,2,-2,1,Zed,JUNGLE
NA1_5363144412,15.17.708.5788,100,2,0,8,Kayle,TOP
NA1_5362385058,15.17.708.5788,100,0,1,4,Sivir,BOTTOM
NA1_5373564448,15.18.710.2811,200,1,0,4,Ahri,MIDDLE
NA1_5373510767,15.18.710.2811,100,0,2,6,Ambessa,TOP
NA1_5373477483,15.18.710.2811,100,0,-1,4,Rumble,TOP
NA1_5373446551,15.18.710.2811,100,0,3,8,Veigar,MIDDLE
NA1_5373416405,15.18.710.2811,100,0,-1,7,Ezreal,BOTTOM
NA1_5373387014,15.18.710.2811,200,2,3,1,Khazix,JUNGLE
NA1_5373349446,15.18.710.2811,100,1,-1,-1,Lux,BOTTOM
NA1_5373325018,15.18.710.2811,100,1,0,6,Talon,JUNGLE
NA1_5373301723,15.18.710.2811,100,0,1,1,Kaisa,BOTTOM
NA1_5373283482,15.18.710.2811,100,0,-1,5,Vayne,BOTTOM
NA1_5373253466,15.18.710.2811,200,0,2,5,Veigar,MIDDLE
NA1_5373234681,15.18.710.2811,200,0,3,9,Quinn,TOP
NA1_5373218077,15.18.710.2811,200,1,3,2,Veigar,MIDDLE
NA1_5373196018,15.18.710.2811,200,0,4,9,Veigar,MIDDLE
NA1_5373184819,15.18.710.2811,100,0,4,1,Ambessa,TOP
NA1_5373018550,15.18.710.2811,100,1,2,5,Ambessa,JUNGLE
